beer/name,beer/beerId,beer/brewerId,beer/ABV,beer/style,review/appearance,review/aroma,review/palate,review/taste,review/overall,review/time,review/profileName,review/text
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,3/5,5/10,3/5,6/10,13/20,1221264000,jsquire,"Dark amber color out of the bottle with a fizzy beige head that left quickly.  Thin, watery sweet nose.  Not a lot of character in here, but nothing really offensive.  Thin caramel sweetness, some roasted grains and faint chocolate.  Kind of boring."
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,3/5,6/10,3/5,7/10,14/20,1220400000,hopdog,"22oz bottle acquired in trade with Sephiroth (thanks!). Poured a deeper reddish brown color with an averaged sized off white head. Aromas of roast, some chocolate, toasted grains, and light coffee. Tastes of licorice, chocolate, caramel, chocolate, lighter roast, and some spices."
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,3/5,6/10,3/5,7/10,13/20,1219190400,jcwattsrugger,"@Richmond/Williamsburg Gathering-22 oz bottle that I brought-pours a foamy tan head and brown color.  Aroma is oak, medium malt.  Taste is oak/walnut, medium malt-chocolate.  Semi-dry."
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,4/5,6/10,4/5,7/10,13/20,1219104000,smith4498,Bottle courtesy of SoLan. Pours black with tan head. Roasted malt and dark fruit aromas. Flavors of dark malts and slight hops. Medium body with lively carbonation.
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,4/5,7/10,3/5,7/10,14/20,1218412800,Immy,"UPDATED: MAY 8, 2009 Richmond Summer Gathering. Bomber courtesy of jcwattsrugger. Clear, deep brown with a thin, ringed tan head. Mild coffee and chocolate nose, yeasty, seemed a bit infected to me, with some sour nut notes. Didnt really seem to crop up in the flavor. OK - Id like to get another one of these and re-rate.		Re-rate, Daytona 500 tasting. 750 from DragonStout, IIRC. Much better this go-round, none of the sour nut I noted before. Rate reflects this bottle."
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,3/5,7/10,3/5,7/10,14/20,1218326400,mgumby10,"Courtesy SoLan.  Pours dark brown, with a small off white head.  Smells a bit Belgian, some candy sugar, dark malts, and molasses make up the nose.  The flavor consists of some spices and a sweet malty presence.  Got a bit of graham cracker and caramel in there as well.  Kind of uniqu, but wasnt really getting me too exicted.  Certainly drinkable, but lacking a bit of something."
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,4/5,6/10,3/5,7/10,13/20,1218240000,TheBeerGod,"Bottle at the Williamsburg Gathering courtesy of jcwattsrugger. Lightened black pour. Almost almost more a dark brown. Nose is soft coffee-ish notes, mild chocolate, light cocoa, toasted malts, soft grain and yeast. Taste echoes the coffee-ish notes, cocoa, yeast notes, grains, odd spice/herbs and toasted malts. Body is light-medium. Mild carbonation. Ends with more cocoa, softer chocolate, spices/herbs, light yeast, toasted malts. Tasty!"
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,4/5,7/10,4/5,6/10,13/20,1217980800,Drake,"22 oz. 2007 bottle courtesy of jcwattsrugger at the 2008 Richmond Summer Gathering in Williamsburg. Thanks John! Rating 666. Drk brown pour with a light brown head. Aroma of roasted malts, caramel and dark fruits. Very fruity taste with stone fruit notes and some nuttiness. Someone else in the group thought there were infection signs, but I didnt see any. Medium bodied."
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,3/5,6/10,3/5,6/10,12/20,1217894400,LooseCannon,"22oz bottle, Thanks to jcwattsrugger at Richmond Summer Gathering @ Williamsburg. Pours dark brown in color with tan head. Aroma roasted malt and chocolate. Taste of roasted malt, dark chocolate and light licorice with dry finish."
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,4/5,7/10,3/5,6/10,13/20,1217203200,decaturstevo,Deep brown pour with tan head and lace. A dark brown sugar and toasted malt aroma. A toasted malt and hints of dried fruit. A bit thin and watery. Not much above average but very drinkable.
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,3/5,6/10,2/5,8/10,17/20,1215734400,EithCubes,"Bomber from Crown.  Herbal nose with heather and some tire air.  Pours the deep brown of a porter, with a short light brown head.  Taste is dry and roasty but still has those herbal notes (which endure into the aftertaste, where they approach juniper and give a slightly chalky residue) and flashes of fruity sweetness.  Dark chocolate, loads of anise, licorice, but very little of the latter.  Body is watery and a bit foamy, slightly tangy but without acidity.  Refreshing and dangerously easy to drink!  Smooth and subtle, a good bridge between new and old, one of the more interesting finds of this year!"
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,4/5,6/10,4/5,6/10,12/20,1214265600,thedm,This bottled brew from Indianapolis poured a small sized head of fine to medium sized foamy with a frothy top tan colored mostly lasting bubbles that left behind a transparent but very dark brown colored typically carbonated body.  The aroma was of mile brown and dark  malts.  The mouth feel was tingly from start to finish.  The flavor contained notes of dark malts and hops.
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,4/5,7/10,4/5,7/10,15/20,1213920000,Tmoney99,Bottle 2007 from Keg Liqour. Poured a hazy brown color with an average off-white head that mostly lasted with good lacing. Good aroma of roasted dark chocolate malt. Medium body with smooth dry texture. Good roasted bittersweet flavor with a complex bittersweet finish of medium duration. Interesting complex brew.
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,4/5,7/10,5/5,7/10,14/20,1212969600,brentfeesh,"Sampled at Noog4.  Dark Chestnut pour with a light head.  Bright and bubbly aroma with Belgian funk and a touch of roasted grain.  Nice.  Very drinkable.  Its light with a well balanced combination of grain, hay, funk, and roasted grain.  Carbonated to the point that it exaggerates its refreshing properties.  Light-medium body.  This is an easy drinker."
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,4/5,7/10,3/5,7/10,15/20,1212883200,heemer77,"I got this one in Indianapolis. The body was dark brown. The aroma was caramel and chocolate with some pancakes. The taste was pancakes with coffee and chocolate. Well made, but a little boring."
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,3/5,7/10,3/5,7/10,13/20,1212796800,kp,"Name: Sinister Minister	Date: 05/31/2008	Mode: Bottle	Source: Tasting, Noog Four-O		Appearance: black, wispy tan head, 	Aroma: roased malt aroma with sweet fruity esters, 	Flavor: rich roasted and dark chocolate flavor, lots of sweet fruity esters, light balancing bitterness, 		Aroma: 7/10; Appearance: 6/10; Flavor: 7/10; Palate: 6/10; Overall: 13/20	Rating: 3.3/5.0Drinkability: 7/10	Score: **+/4"
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,3/5,7/10,4/5,6/10,13/20,1212537600,puzzl,"Bottle shared by EDA. Very vegetal, simple sugars, watermelon, kind of interesting and complex. Pours like fizzy soda pop. Crunchy, chewy, lettuce flavor, very dry, a touch of belgian yeast. Not bad."
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,4/5,7/10,4/5,7/10,14/20,1212537600,Suttree,"Pours brownish reddish black. Grapey, coffee-y, chocolatey aromas at first. Nice conglomerarion of flavors, very toasty and crisp - some coffee, again, some smokey flavors, some spicy notes. Fairly quaffable, too. Sampled at Noogfest 4."
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,3/5,5/10,3/5,5/10,11/20,1212451200,shp555,"Pours a brown color with an off white head.  Aroma is malty, caramel, some roast, chocolate, and some earthy hops.  Flavor is malty, caramel, roast, and an earthy finish."
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,4/5,8/10,4/5,8/10,16/20,1212364800,beerguy101,"Tasted at Noogfest 4.0 (2008). This Belgian Ale pours a medium black color from a 750ml bottle. Small sized white foamy head. The aroma is roasted malt, yeasty and dark fruit. A medium to light bodied Belgian Ale. The malts are chocolate and toffee. The hops are earthy. Lots of flavors going on here, some roasted malts and some smoke as well. Mouthfeel is full. Finish is clean and smooth. Aftertaste is slightly bitter."
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,3/5,8/10,2/5,7/10,14/20,1212278400,alexanderj,"Bottle picked up in South Bend; poured a rich, dark brown with a small to medium off white head.  Aroma of dark fruit, banana, yeast, roasted malt and chocolate.  Was pretty thin and a bit watery.  Flavor reminded me of a black lager, with some spice, nuts and a general earthiness.  Easily drinkable, but it just didnt come together that well."
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,4/5,8/10,3/5,7/10,16/20,1212278400,JohnC,Thanks to heemer for sharing at noogfest 08. A black pour with a nice aroma and some good flavors.
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,4/5,8/10,4/5,7/10,14/20,1209168000,Taverner,"A fairly good Belgian. Full of flavor, whether it be from the hops (theres a lot of them) or from the malts ( this runs high). Its a decent Belgian."
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,3/5,6/10,3/5,6/10,13/20,1207008000,MoDog,"Poured from a 22oz bottle and served in a tulip.  This beer poured an almost black with some mahogany highlights and a one-finger thick head of tan foam that quickly faded into a thin cap.  The aroma of the beer was made up of chocolate, dark fruits, and some earthy, fruity yeast esthers as well.  The flavor of the beer consisted of spicy yeast, chocolate, plums, raisins, and a hint of smoke.  The mouthfeel was medium-bodied with a decent amount of crisp, aggressive carbonation.  Not bad."
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,3/5,6/10,5/5,7/10,15/20,1206921600,Optigon,"Pours black with a fine white head. Aroma is rather sweet and yeasty. Moderate mouth feel with spicy, chocolate and caramel notes. Decent beer."
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,2/5,7/10,3/5,7/10,13/20,1206835200,Kevster,"22 oz. bomber: Pours a dark brown/almost black cola color with a fizzy carbonated head that diminishes in the blink of an eye. Roasted aroma has hints of liquorice, and dark fruits. Flavor his sweet and spicy that tingles the thin mouthfeel. I did find it very refreshing and good. I was just disappointed with the appearance since it literally looked like I was drinking a flat Coke or Pepsi with no ice in my pint glass."
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,4/5,7/10,4/5,9/10,14/20,1206748800,Acknud,"Very nice.  There should be a category for black ales.  Pours black with minimal rapidly dissipating head.  Taste is sharp with notes of roasted malt, earthy notes and floral hops.  Very good ale and would make for a frequent drink."
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,3/5,6/10,3/5,6/10,13/20,1206662400,goldtwins,"Poured a clear dark red-brown color with an off-white head.  Chalky roasted malt with some phenoles, ash and hops all thrown in.  Very light roasted sweet malt.  Hint of chocolate.  Light-medium body."
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,3/5,7/10,3/5,7/10,14/20,1206403200,hotstuff,"Bottle.Small tan head that mostly diminished, spotty lacing, transparent, carbonation observed, and a brown hue with a red tint. The nose was malty, roasty, licorice, lightly spicy, dark fruits, and some roastiness. The flavor was malty, lightyly roasty, lightly spicy,some dark fruits, and some smokiness towards the end.Tingly mouthfeel and medium in body.Quaffable, easy to drink and an interesting beer to rate.Worthy of a try."
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,3/5,8/10,3/5,7/10,16/20,1205712000,beastiefan2k,"From MI2CA, thanks for going through all the effort to find this for me, a trade that was months in the making.  Pours a dark brown, almost black color.   Aroma is what I was hoping for, new and different.  There is an orange/licorice spice coming out, not sure what it is but its but its not overbearing, just there.   Taste is light dark biscuit with light sweet earthiness to it.  Very easy drinking and has none of the typical Belgian yeast dominance. I think its very quaffable with its low bitterness.  Its a nice obscure style and I wish I could try more like this.22oz bomber, Rodenbach smaller tulip glass."
Barley Island Sinister Minister Belgian Black Ale,77833,3228,6.7,Traditional Ale,3/5,8/10,3/5,7/10,14/20,1205625600,JoeMcPhee,"UPDATED: JUN 7, 2008 2007 bottle shared by beastiefan2k.  Deep brown beer, thin fast fading head.  Aroma is lightly licoricey with a light plumminess and a soft grapey vineousness.  Lean dark malts, but not a lot of roast.  Lightly spicy with a little bit of apple sweetness.  Pretty decent brew. 	7 3 7 3 14	Bottle shared by eyedrinkale.  Brownish black with a light brown head.  Sweet and slightly toasty aroam.  A bit of light corianderish spiciness and some sweet nutty/chocolatey malts.  Lightly spicy and yeasty with a bit of molasses on the back.  Chewy and a bit of lightly leathery flavour as well.  Quite a tasty brew."
